INSERT INTO `mc_level_change_log_19` VALUES(null,100006163, NULL,1,17, '黄金会员',0,1, '会员注册为黄金等级'," '{""upPeriod"":2}'",0,2018-07-03 00:00:00,2018-07-03 00:00:00,2018-07-03 00:00:00
INSERT INTO `mc_level_change_log_20` VALUES(null,100006164, NULL,1,17, '黄金会员',0,1, '会员注册为黄金等级'," '{""upPeriod"":2}'",0,2018-07-03 00:00:00,2018-07-03 00:00:00,2018-07-03 00:00:00
INSERT INTO `mc_level_change_log_21` VALUES(null,100006165, NULL,1,17, '黄金会员',0,1, '会员注册为黄金等级'," '{""upPeriod"":2}'",0,2018-07-03 00:00:00,2018-07-03 00:00:00,2018-07-03 00:00:00
INSERT INTO `mc_level_change_log_22` VALUES(null,100006166, NULL,1,17, '黄金会员',0,1, '会员注册为黄金等级'," '{""upPeriod"":2}'",0,2018-07-03 00:00:00,2018-07-03 00:00:00,2018-07-03 00:00:00
INSERT INTO `mc_level_change_log_23` VALUES(null,100006167, NULL,1,17, '黄金会员',0,1, '会员注册为黄金等级'," '{""upPeriod"":2}'",0,2018-07-03 00:00:00,2018-07-03 00:00:00,2018-07-03 00:00:00
INSERT INTO `mc_level_change_log_24` VALUES(null,100006168, NULL,1,17, '黄金会员',0,1, '会员注册为黄金等级'," '{""upPeriod"":2}'",0,2018-07-03 00:00:00,2018-07-03 00:00:00,2018-07-03 00:00:00
INSERT INTO `mc_level_change_log_25` VALUES(null,100006169, NULL,1,17, '黄金会员',0,1, '会员注册为黄金等级'," '{""upPeriod"":2}'",0,2018-07-03 00:00:00,2018-07-03 00:00:00,2018-07-03 00:00:00
INSERT INTO `mc_level_change_log_26` VALUES(null,100006170, NULL,1,17, '黄金会员',0,1, '会员注册为黄金等级'," '{""upPeriod"":2}'",0,2018-07-03 00:00:00,2018-07-03 00:00:00,2018-07-03 00:00:00
INSERT INTO `mc_level_change_log_27` VALUES(null,100006171, NULL,1,17, '黄金会员',0,1, '会员注册为黄金等级'," '{""upPeriod"":2}'",0,2018-07-03 00:00:00,2018-07-03 00:00:00,2018-07-03 00:00:00
INSERT INTO `mc_level_change_log_28` VALUES(null,100006172, NULL,1,17, '黄金会员',0,1, '会员注册为黄金等级'," '{""upPeriod"":2}'",0,2018-07-03 00:00:00,2018-07-03 00:00:00,2018-07-03 00:00:00
INSERT INTO `mc_level_change_log_29` VALUES(null,100006173, NULL,1,17, '黄金会员',0,1, '会员注册为黄金等级'," '{""upPeriod"":2}'",0,2018-07-03 00:00:00,2018-07-03 00:00:00,2018-07-03 00:00:00
INSERT INTO `mc_level_change_log_30` VALUES(null,100006174, NULL,1,17, '黄金会员',0,1, '会员注册为黄金等级'," '{""upPeriod"":2}'",0,2018-07-03 00:00:00,2018-07-03 00:00:00,2018-07-03 00:00:00
INSERT INTO `mc_level_change_log_31` VALUES(null,100006175, NULL,1,17, '黄金会员',0,1, '会员注册为黄金等级'," '{""upPeriod"":2}'",0,2018-07-03 00:00:00,2018-07-03 00:00:00,2018-07-03 00:00:00
INSERT INTO `mc_level_change_log_32` VALUES(null,100006176, NULL,1,17, '黄金会员',0,1, '会员注册为黄金等级'," '{""upPeriod"":2}'",0,2018-07-03 00:00:00,2018-07-03 00:00:00,2018-07-03 00:00:00
INSERT INTO `mc_level_change_log_33` VALUES(null,100006177, NULL,1,17, '黄金会员',0,1, '会员注册为黄金等级'," '{""upPeriod"":2}'",0,2018-07-03 00:00:00,2018-07-03 00:00:00,2018-07-03 00:00:00
INSERT INTO `mc_level_change_log_34` VALUES(null,100006178, NULL,1,17, '黄金会员',0,1, '会员注册为黄金等级'," '{""upPeriod"":2}'",0,2018-07-03 00:00:00,2018-07-03 00:00:00,2018-07-03 00:00:00
INSERT INTO `mc_level_change_log_35` VALUES(null,100006179, NULL,1,17, '黄金会员',0,1, '会员注册为黄金等级'," '{""upPeriod"":2}'",0,2018-07-03 00:00:00,2018-07-03 00:00:00,2018-07-03 00:00:00
INSERT INTO `mc_level_change_log_36` VALUES(null,100006180, NULL,1,17, '黄金会员',0,1, '会员注册为黄金等级'," '{""upPeriod"":2}'",0,2018-07-03 00:00:00,2018-07-03 00:00:00,2018-07-03 00:00:00
